id,tournament,tier,url,prizepool
557,Torneo de las 12 casas: Cancer,NaN,https://aoe-elo.com/tournament/557/Torneo-de-las-12-casas--Cancer,N/A
559,King of the Desert 5 Qualifier 2,Qualifier (S-Tier),https://aoe-elo.com/tournament/559/King-of-the-Desert-5-Qualifier-2,$800
551,King of Denmark,NaN,https://aoe-elo.com/tournament/551/King-of-Denmark,N/A
540,Empires of Chaos and Chance,C-Tier,https://aoe-elo.com/tournament/540/Empires-of-Chaos-and-Chance,$63
556,Torneo de las 12 casas: Gemini,NaN,https://aoe-elo.com/tournament/556/Torneo-de-las-12-casas--Gemini,N/A
552,King of the Desert 5 Qualifier 1,Qualifier (S-Tier),https://aoe-elo.com/tournament/552/King-of-the-Desert-5-Qualifier-1,$800
547,LANDON Cup,B-Tier,https://aoe-elo.com/tournament/547/LANDON-Cup,N/A
553,DreamHack Melbourne 2023 BYOC,C-Tier,https://aoe-elo.com/tournament/553/DreamHack-Melbourne-2023-BYOC,$670
543,Queen's Clash 2,B-Tier,https://aoe-elo.com/tournament/543/Queen-s-Clash-2,$1013
560,Rusaoc Cup 106: Gold Rush,Weekly (C-Tier),https://aoe-elo.com/tournament/560/Rusaoc-Cup-106--Gold-Rush,$112
544,Circuito Latinoamericano de AOE2: Liga Desembarco,C-Tier,https://aoe-elo.com/tournament/544/Circuito-Latinoamericano-de-AOE2--Liga-Desembarco,N/A
542,Gamers Assembly Festival Edition 2023,B-Tier,https://aoe-elo.com/tournament/542/Gamers-Assembly-Festival-Edition-2023,$1105
539,Clash of Anatolia 2,B-Tier,https://aoe-elo.com/tournament/539/Clash-of-Anatolia-2,$1825
546,Rusaoc Cup 105: HyperRandom,Weekly (C-Tier),https://aoe-elo.com/tournament/546/Rusaoc-Cup-105--HyperRandom,$111
527,AoE Leagues: Season #8,C-Tier,https://aoe-elo.com/tournament/527/AoE-Leagues--Season--8,$64
541,JorDan's Medieval Brawl Season 2 Finals,Weekly (B-Tier),https://aoe-elo.com/tournament/541/JorDan-s-Medieval-Brawl-Season-2-Finals,N/A
533,AoE2 Admirals League,A-Tier,https://aoe-elo.com/tournament/533/AoE2-Admirals-League,N/A
538,Only Land French Cup 2,B-Tier,https://aoe-elo.com/tournament/538/Only-Land-French-Cup-2,$541
549,Rusaoc Cup 104: Black Forest,Weekly (C-Tier),https://aoe-elo.com/tournament/549/Rusaoc-Cup-104--Black-Forest,$120
536,Nili's Apartment Cup 4,S-Tier,https://aoe-elo.com/tournament/536/Nili-s-Apartment-Cup-4,$52283
555,Torneo de las 12 casas: Taurus,NaN,https://aoe-elo.com/tournament/555/Torneo-de-las-12-casas--Taurus,N/A
528,Rising Cup,NaN,https://aoe-elo.com/tournament/528/Rising-Cup,N/A
534,NAC4 Replacement Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/534/NAC4-Replacement-Qualifier,N/A
535,JorDan's Medieval Brawl Season 2 #5,Weekly (B-Tier),https://aoe-elo.com/tournament/535/JorDan-s-Medieval-Brawl-Season-2--5,N/A
532,AoK Cup,Charity (Misc),https://aoe-elo.com/tournament/532/AoK-Cup,N/A
531,Cake Cup,C-Tier,https://aoe-elo.com/tournament/531/Cake-Cup,$299
526,Nili's Apartment Cup 4 Qualifier 2,Qualifier (S-Tier),https://aoe-elo.com/tournament/526/Nili-s-Apartment-Cup-4-Qualifier-2,N/A
525,Nili's Apartment Cup 4 Qualifier 1,Qualifier (S-Tier),https://aoe-elo.com/tournament/525/Nili-s-Apartment-Cup-4-Qualifier-1,N/A
523,Unus Imperium,B-Tier,https://aoe-elo.com/tournament/523/Unus-Imperium,$1000
554,Torneo de las 12 casas: Aries,NaN,https://aoe-elo.com/tournament/554/Torneo-de-las-12-casas--Aries,N/A
529,JorDan's Medieval Brawl Season 2 #4,Weekly (B-Tier),https://aoe-elo.com/tournament/529/JorDan-s-Medieval-Brawl-Season-2--4,N/A
513,T90 Titans League 2: Platinum League,S-Tier,https://aoe-elo.com/tournament/513/T90-Titans-League-2--Platinum-League,$17300
524,Top FR 2,C-Tier,https://aoe-elo.com/tournament/524/Top-FR-2,$322
530,Rusaoc Cup 101: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/530/Rusaoc-Cup-101--Arabia,$123
512,T90 Titans League 2: Gold League,A-Tier,https://aoe-elo.com/tournament/512/T90-Titans-League-2--Gold-League,$5200
522,JorDan's Medieval Brawl Season 2 #3,Weekly (B-Tier),https://aoe-elo.com/tournament/522/JorDan-s-Medieval-Brawl-Season-2--3,$500
521,JorDan's Medieval Brawl Season 2 #2,Weekly (B-Tier),https://aoe-elo.com/tournament/521/JorDan-s-Medieval-Brawl-Season-2--2,$500
519,AoE2 Admirals League,C-Tier,https://aoe-elo.com/tournament/519/AoE2-Admirals-League,$500
517,怀旧新春邀请赛 (Spring Festival Invitational of Nostalgic Games),B-Tier,https://aoe-elo.com/tournament/517/-----------------------Spring-Festival-Invitational-of-Nostalgic-Games-,$2065
518,JorDan's Medieval Brawl Season 2 #1,Weekly (B-Tier),https://aoe-elo.com/tournament/518/JorDan-s-Medieval-Brawl-Season-2--1,$500
511,Reuse,NaN,https://aoe-elo.com/tournament/511/Reuse,N/A
514,Rusaoc Cup 100,B-Tier,https://aoe-elo.com/tournament/514/Rusaoc-Cup-100,$1248
499,Copa Amazonia,NaN,https://aoe-elo.com/tournament/499/Copa-Amazonia,N/A
505,T90 Titans League: Silver League,Qualifier (A-Tier),https://aoe-elo.com/tournament/505/T90-Titans-League--Silver-League,N/A
508,Clown Legion League 2,C-Tier,https://aoe-elo.com/tournament/508/Clown-Legion-League-2,$400
516,Rusaoc Cup 99: Single Ruins Plunder,Weekly (C-Tier),https://aoe-elo.com/tournament/516/Rusaoc-Cup-99--Single-Ruins-Plunder,$122
484,Double Cup 3,B-Tier,https://aoe-elo.com/tournament/484/Double-Cup-3,$1000
509,DreamHack Hannover BYOC Community LAN,B-Tier,https://aoe-elo.com/tournament/509/DreamHack-Hannover-BYOC-Community-LAN,N/A
507,The Grand Melee,S-Tier,https://aoe-elo.com/tournament/507/The-Grand-Melee,$100000
510,Nomad Wars League - Season 3,NaN,https://aoe-elo.com/tournament/510/Nomad-Wars-League---Season-3,N/A
520,Gran Kanato III: The Last Khan,B-Tier,https://aoe-elo.com/tournament/520/Gran-Kanato-III--The-Last-Khan,$200
501,King of Poland 2,B-Tier,https://aoe-elo.com/tournament/501/King-of-Poland-2,$217
506,Gorilla Rumble,B-Tier,https://aoe-elo.com/tournament/506/Gorilla-Rumble,N/A
515,Rusaoc Cup 98: Nomad,Weekly (C-Tier),https://aoe-elo.com/tournament/515/Rusaoc-Cup-98--Nomad,$139
504,The Grand Melee Replacement Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/504/The-Grand-Melee-Replacement-Qualifier,$5800
503,The Grand Melee Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/503/The-Grand-Melee-Qualifier,$4200
490,Fisherman's Cup,NaN,https://aoe-elo.com/tournament/490/Fisherman-s-Cup,$538
498,Taiwan Arena Clown Cup 2,B-Tier,https://aoe-elo.com/tournament/498/Taiwan-Arena-Clown-Cup-2,$966
493,Ring of F1Re,NaN,https://aoe-elo.com/tournament/493/Ring-of-F1Re,N/A
497,Warlords,S-Tier,https://aoe-elo.com/tournament/497/Warlords,$30000
502,Rusaoc Cup 97: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/502/Rusaoc-Cup-97--Arena,$66
500,Copa Supremacía,NaN,https://aoe-elo.com/tournament/500/Copa-Supremac--a,$500
492,Gorilla Rumble: Qualifier,Qualifier (B-Tier),https://aoe-elo.com/tournament/492/Gorilla-Rumble--Qualifier,N/A
494,Warlords Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/494/Warlords-Qualifier,$1600
496,Rusaoc Cup 95,Weekly (C-Tier),https://aoe-elo.com/tournament/496/Rusaoc-Cup-95,N/A
491,Copa Genesis Z,C-Tier,https://aoe-elo.com/tournament/491/Copa-Genesis-Z,N/A
489,Red Bull Wololo: Legacy 2022,S-Tier,https://aoe-elo.com/tournament/489/Red-Bull-Wololo--Legacy-2022,$200000
473,World Series of Empire Wars,B-Tier,https://aoe-elo.com/tournament/473/World-Series-of-Empire-Wars,$500
481,World Series of Empire Wars - Silver Bracket,NaN,https://aoe-elo.com/tournament/481/World-Series-of-Empire-Wars---Silver-Bracket,N/A
476,Magna Carto,B-Tier,https://aoe-elo.com/tournament/476/Magna-Carto,$250
486,Magna Carto: Long Swordsmen Division,NaN,https://aoe-elo.com/tournament/486/Magna-Carto--Long-Swordsmen-Division,N/A
487,Chilean Cup 2022,B-Tier,https://aoe-elo.com/tournament/487/Chilean-Cup-2022,N/A
488,EndoWar 3,B-Tier,https://aoe-elo.com/tournament/488/EndoWar-3,N/A
482,Chaos Cup - Bracket 1,NaN,https://aoe-elo.com/tournament/482/Chaos-Cup---Bracket-1,N/A
480,Gamers Assembly: Summer Edition 2022,B-Tier,https://aoe-elo.com/tournament/480/Gamers-Assembly--Summer-Edition-2022,$983
474,Wallhalla,A-Tier,https://aoe-elo.com/tournament/474/Wallhalla,$4200
483,Rusaoc Cup 93: Arena,Weekly (C-Tier),https://aoe-elo.com/tournament/483/Rusaoc-Cup-93--Arena,$154
470,KIT SC Plünderparty - Saison 5,NaN,https://aoe-elo.com/tournament/470/KIT-SC-Pl--nderparty---Saison-5,N/A
475,Chaos Cup,C-Tier,https://aoe-elo.com/tournament/475/Chaos-Cup,$150
479,Red Bull Wololo: Legacy Extra Qualifier,Qualifier (S-Tier),https://aoe-elo.com/tournament/479/Red-Bull-Wololo--Legacy-Extra-Qualifier,N/A
477,8 Mercenaries 2nd Edition,B-Tier,https://aoe-elo.com/tournament/477/8-Mercenaries-2nd-Edition,$1025
411,Aorus League 5,B-Tier,https://aoe-elo.com/tournament/411/Aorus-League-5,$500
478,Rusaoc Cup 92: Arabia,Weekly (C-Tier),https://aoe-elo.com/tournament/478/Rusaoc-Cup-92--Arabia,$146
413,Wallhalla Qualifier,Qualifier (A-Tier),https://aoe-elo.com/tournament/413/Wallhalla-Qualifier,N/A
472,USA Cup 3,B-Tier,https://aoe-elo.com/tournament/472/USA-Cup-3,$1100
451,AOEliga: Season #5,C-Tier,https://aoe-elo.com/tournament/451/AOEliga--Season--5,$87
440,Lady of the Elephant,B-Tier,https://aoe-elo.com/tournament/440/Lady-of-the-Elephant,$650
471,Red Bull Wololo: Legacy Qualifier #2,Qualifier (S-Tier),https://aoe-elo.com/tournament/471/Red-Bull-Wololo--Legacy-Qualifier--2,N/A
