name,id,tournament_id,date,prizepool,Knockout_stage,Knockout_stage_importance,player_1_id,player_1_name,elo_player_1,score_1,player_2_id,player_2_name,elo_player_2,score_2
Red Bull Wololo 4,5754,299,2021-06-20,30000.0,Group Stage,1,27,Nicov,2225,2,12,Sitaux,2123,1
Red Bull Wololo 4,5755,299,2021-06-20,30000.0,Group Stage,1,1,DauT,2212,1,19,Yo,2277,2
Red Bull Wololo 4,5756,299,2021-06-20,30000.0,Group Stage,1,4,dogao,2231,2,35,vivi,2173,1
Red Bull Wololo 4,5757,299,2021-06-20,30000.0,Group Stage,1,25,Liereyy,2258,2,14,ACCM,2170,0
Red Bull Wololo 4,5758,299,2021-06-20,30000.0,Group Stage,1,55,Vinchester,2188,2,852,SongSong,2045,0
Red Bull Wololo 4,5763,299,2021-06-20,30000.0,Group Stage,1,30,JorDan_23,2185,1,29,TheViper,2359,2
Red Bull Wololo 4,5764,299,2021-06-20,30000.0,Group Stage,1,24,MbL,2189,2,853,Valas,2117,0
Red Bull Wololo 4,5765,299,2021-06-20,30000.0,Group Stage,1,51,Villese,2236,1,28,Hera,2281,2
Red Bull Wololo 4,5812,299,2021-06-25,30000.0,Group Stage,1,1,DauT,2211,3,27,Nicov,2226,2
Red Bull Wololo 4,5815,299,2021-06-25,30000.0,Group Stage,1,14,ACCM,2164,3,4,dogao,2232,1
Red Bull Wololo 4,5816,299,2021-06-25,30000.0,Group Stage,1,30,JorDan_23,2187,0,55,Vinchester,2192,3
Red Bull Wololo 4,5822,299,2021-06-25,30000.0,Group Stage,1,51,Villese,2235,2,24,MbL,2195,3
Red Bull Wololo 5,6437,329,2021-09-13,100000.0,Group Stage,1,25,Liereyy,2271,2,27,Nicov,2207,1
Red Bull Wololo 5,6438,329,2021-09-13,100000.0,Group Stage,1,51,Villese,2200,0,30,JorDan_23,2200,2
Red Bull Wololo 5,6439,329,2021-09-13,100000.0,Group Stage,1,24,MbL,2211,2,79,_Barles_,2117,0
Red Bull Wololo 5,6440,329,2021-09-13,100000.0,Group Stage,1,55,Vinchester,2176,2,32,slam,2182,0
Red Bull Wololo 5,6441,329,2021-09-13,100000.0,Group Stage,1,28,Hera,2311,2,31,TaToH,2239,1
Red Bull Wololo 5,6442,329,2021-09-13,100000.0,Group Stage,1,1,DauT,2289,1,273,Capoch,2138,2
Red Bull Wololo 5,6444,329,2021-09-13,100000.0,Group Stage,1,29,TheViper,2323,2,4,dogao,2234,1
Red Bull Wololo 5,6445,329,2021-09-14,100000.0,Group Stage,1,32,slam,2174,2,79,_Barles_,2111,0
Red Bull Wololo 5,6446,329,2021-09-14,100000.0,Group Stage,1,31,TaToH,2238,2,4,dogao,2233,0
Red Bull Wololo 5,6447,329,2021-09-14,100000.0,Group Stage,1,51,Villese,2192,2,27,Nicov,2206,1
Red Bull Wololo 5,6448,329,2021-09-14,100000.0,Group Stage,1,1,DauT,2279,1,30,JorDan_23,2208,2
Red Bull Wololo 5,6449,329,2021-09-14,100000.0,Group Stage,1,55,Vinchester,2184,1,273,Capoch,2148,2
Red Bull Wololo 5,6450,329,2021-09-14,100000.0,Group Stage,1,25,Liereyy,2272,2,24,MbL,2217,0
Red Bull Wololo 5,6451,329,2021-09-14,100000.0,Group Stage,1,28,Hera,2312,1,29,TheViper,2324,2
Red Bull Wololo 5,6454,329,2021-09-15,100000.0,Group Stage,1,1,DauT,2272,2,27,Nicov,2202,0
Red Bull Wololo 5,6455,329,2021-09-15,100000.0,Group Stage,1,24,MbL,2211,2,32,slam,2180,1
Red Bull Wololo 5,6456,329,2021-09-15,100000.0,Group Stage,1,4,dogao,2225,2,79,_Barles_,2105,1
Red Bull Wololo 5,6457,329,2021-09-15,100000.0,Group Stage,1,51,Villese,2196,1,31,TaToH,2246,2
Red Bull Wololo 5,6458,329,2021-09-15,100000.0,Group Stage,1,55,Vinchester,2180,0,28,Hera,2308,2
Red Bull Wololo 5,6459,329,2021-09-15,100000.0,Group Stage,1,30,JorDan_23,2215,2,273,Capoch,2152,0
Red Bull Wololo 5,6460,329,2021-09-15,100000.0,Group Stage,1,25,Liereyy,2278,2,29,TheViper,2328,1
Red Bull Wololo 5,6461,329,2021-09-16,100000.0,Group Stage,1,27,Nicov,2196,2,79,_Barles_,2104,0
Red Bull Wololo 5,6462,329,2021-09-16,100000.0,Group Stage,1,4,dogao,2226,1,32,slam,2176,2
Red Bull Wololo 5,6463,329,2021-09-16,100000.0,Group Stage,1,31,TaToH,2247,1,1,DauT,2278,2
Red Bull Wololo 5,6464,329,2021-09-16,100000.0,Group Stage,1,55,Vinchester,2174,1,51,Villese,2195,2
Red Bull Wololo 5,6465,329,2021-09-16,100000.0,Group Stage,1,28,Hera,2314,2,273,Capoch,2146,0
Red Bull Wololo 5,6466,329,2021-09-16,100000.0,Group Stage,1,29,TheViper,2321,2,24,MbL,2215,0
Red Bull Wololo 5,6467,329,2021-09-16,100000.0,Group Stage,1,30,JorDan_23,2221,0,25,Liereyy,2285,2
King of the Desert 4,6895,345,2021-11-25,75000.0,Group Stage,1,1,DauT,2280,3,27,Nicov,2229,1
King of the Desert 4,6896,345,2021-11-25,75000.0,Group Stage,1,19,Yo,2313,3,4,dogao,2225,0
King of the Desert 4,6897,345,2021-11-25,75000.0,Group Stage,1,51,Villese,2234,1,31,TaToH,2288,3
King of the Desert 4,6898,345,2021-11-25,75000.0,Group Stage,1,25,Liereyy,2313,3,32,slam,2187,0
King of the Desert 4,6899,345,2021-11-26,75000.0,Group Stage,1,30,JorDan_23,2232,3,14,ACCM,2237,1
King of the Desert 4,6900,345,2021-11-26,75000.0,Group Stage,1,24,MbL,2202,3,55,Vinchester,2186,1
King of the Desert 4,6901,345,2021-11-26,75000.0,Group Stage,1,29,TheViper,2352,3,195,Kasva,2132,0
King of the Desert 4,6902,345,2021-11-26,75000.0,Group Stage,1,28,Hera,2343,3,12,Sitaux,2175,2
King of the Desert 4,6903,345,2021-11-27,75000.0,Group Stage,1,25,Liereyy,2322,3,31,TaToH,2292,2
King of the Desert 4,6904,345,2021-11-27,75000.0,Group Stage,1,19,Yo,2322,3,1,DauT,2284,0
King of the Desert 4,6905,345,2021-11-27,75000.0,Group Stage,1,51,Villese,2230,3,32,slam,2178,2
King of the Desert 4,6909,345,2021-11-27,75000.0,Group Stage,1,27,Nicov,2225,3,4,dogao,2216,1
King of the Desert 4,6910,345,2021-11-28,75000.0,Group Stage,1,14,ACCM,2229,2,12,Sitaux,2181,3
King of the Desert 4,6911,345,2021-11-28,75000.0,Group Stage,1,55,Vinchester,2178,3,195,Kasva,2126,2
King of the Desert 4,6912,345,2021-11-28,75000.0,Group Stage,1,28,Hera,2337,1,30,JorDan_23,2240,3
King of the Desert 4,6913,345,2021-11-28,75000.0,Group Stage,1,29,TheViper,2358,3,24,MbL,2210,0
King of the Desert 4,6914,345,2021-12-03,75000.0,Group Stage,1,1,DauT,2272,2,51,Villese,2229,3
King of the Desert 4,6916,345,2021-12-03,75000.0,Group Stage,1,31,TaToH,2288,3,27,Nicov,2233,1
King of the Desert 4,6917,345,2021-12-03,75000.0,Group Stage,1,24,MbL,2204,1,12,Sitaux,2190,3
King of the Desert 4,6918,345,2021-12-03,75000.0,Group Stage,1,28,Hera,2325,2,55,Vinchester,2177,3
The Resurgence,7667,390,2022-05-07,10000.0,Group Stage,1,752,Dark,2135,3,4,dogao,2208,2
The Resurgence,7668,390,2022-05-07,10000.0,Group Stage,1,19,Yo,2338,3,2,miguel,2152,2
The Resurgence,7669,390,2022-05-07,10000.0,Group Stage,1,55,Vinchester,2292,3,99,classicpro,2184,0
The Resurgence,7672,390,2022-05-07,10000.0,Group Stage,1,1,DauT,2274,3,12,Sitaux,2222,2
The Resurgence,7673,390,2022-05-08,10000.0,Group Stage,1,31,TaToH,2393,3,15,saymyname,2134,0
The Resurgence,7674,390,2022-05-08,10000.0,Group Stage,1,51,Villese,2291,3,69,Daniel,2094,2
The Resurgence,7675,390,2022-05-08,10000.0,Group Stage,1,14,ACCM,2215,3,852,SongSong,2132,1
The Resurgence,7677,390,2022-05-08,10000.0,Group Stage,1,30,JorDan_23,2255,3,27,Nicov,2292,0
The Resurgence,7713,390,2022-05-13,10000.0,Group Stage,1,19,Yo,2327,3,752,Dark,2144,1
The Resurgence,7714,390,2022-05-13,10000.0,Group Stage,1,55,Vinchester,2300,1,1,DauT,2285,3
The Resurgence,7715,390,2022-05-13,10000.0,Group Stage,1,31,TaToH,2402,2,51,Villese,2279,3
The Resurgence,7718,390,2022-05-13,10000.0,Group Stage,1,14,ACCM,2252,1,30,JorDan_23,2259,3
The Resurgence,7721,390,2022-05-14,10000.0,Group Stage,1,4,dogao,2201,0,2,miguel,2158,3
The Resurgence,7722,390,2022-05-14,10000.0,Group Stage,1,12,Sitaux,2223,3,99,classicpro,2175,1
The Resurgence,7723,390,2022-05-14,10000.0,Group Stage,1,69,Daniel,2100,0,15,saymyname,2139,3
The Resurgence,7724,390,2022-05-14,10000.0,Group Stage,1,27,Nicov,2271,3,852,SongSong,2120,0
The Resurgence,7728,390,2022-05-15,10000.0,Group Stage,1,752,Dark,2144,1,2,miguel,2170,3
The Resurgence,7729,390,2022-05-15,10000.0,Group Stage,1,31,TaToH,2393,2,15,saymyname,2151,3
The Resurgence,7733,390,2022-05-15,10000.0,Group Stage,1,55,Vinchester,2296,3,12,Sitaux,2227,1
The Resurgence,7736,390,2022-05-15,10000.0,Group Stage,1,14,ACCM,2242,3,27,Nicov,2277,2
T90 Titans League: Platinum League,7956,24,2022-06-28,17300.0,Group Stage,1,29,TheViper,2343,3,15,saymyname,2163,0
T90 Titans League: Platinum League,7959,24,2022-06-29,17300.0,Group Stage,1,30,JorDan_23,2271,1,99,classicpro,2166,2
T90 Titans League: Platinum League,7963,24,2022-06-29,17300.0,Group Stage,1,28,Hera,2337,3,603,The_Dragonstar,2154,0
T90 Titans League: Platinum League,7965,24,2022-06-29,17300.0,Group Stage,1,51,Villese,2322,3,79,_Barles_,2175,0
T90 Titans League: Platinum League,7969,24,2022-06-30,17300.0,Group Stage,1,55,Vinchester,2272,3,852,SongSong,2115,0
T90 Titans League: Platinum League,7970,24,2022-06-30,17300.0,Group Stage,1,19,Yo,2335,1,149,bruh,2065,2
T90 Titans League: Platinum League,7971,24,2022-06-30,17300.0,Group Stage,1,14,ACCM,2273,0,24,MbL,2200,3
T90 Titans League: Platinum League,7974,24,2022-06-30,17300.0,Group Stage,1,25,Liereyy,2325,3,32,slam,2162,0
T90 Titans League: Platinum League,7977,24,2022-07-01,17300.0,Group Stage,1,273,Capoch,2161,2,16,BacT,2151,1
T90 Titans League: Platinum League,8052,24,2022-07-06,17300.0,Group Stage,1,55,Vinchester,2271,3,273,Capoch,2165,0
T90 Titans League: Platinum League,8054,24,2022-07-06,17300.0,Group Stage,1,99,classicpro,2173,1,2,miguel,2170,2
T90 Titans League: Platinum League,8055,24,2022-07-07,17300.0,Group Stage,1,29,TheViper,2349,3,30,JorDan_23,2282,0
T90 Titans League: Platinum League,8057,24,2022-07-07,17300.0,Group Stage,1,14,ACCM,2269,3,743,BadB0y_,2150,0
T90 Titans League: Platinum League,8060,24,2022-07-07,17300.0,Group Stage,1,603,The_Dragonstar,2162,2,79,_Barles_,2189,1
T90 Titans League: Platinum League,8061,24,2022-07-07,17300.0,Group Stage,1,19,Yo,2331,0,28,Hera,2340,3
T90 Titans League: Platinum League,8063,24,2022-07-07,17300.0,Group Stage,1,27,Nicov,2304,1,24,MbL,2225,2
T90 Titans League: Platinum League,8067,24,2022-07-08,17300.0,Group Stage,1,16,BacT,2152,2,32,slam,2160,1
T90 Titans League: Platinum League,8140,24,2022-07-11,17300.0,Group Stage,1,31,TaToH,2373,3,743,BadB0y_,2135,0
T90 Titans League: Platinum League,8141,24,2022-07-11,17300.0,Group Stage,1,1,DauT,2274,2,15,saymyname,2170,1
T90 Titans League: Platinum League,8144,24,2022-07-12,17300.0,Group Stage,1,25,Liereyy,2331,3,852,SongSong,2115,0
T90 Titans League: Platinum League,8145,24,2022-07-12,17300.0,Group Stage,1,19,Yo,2319,3,603,The_Dragonstar,2159,0
T90 Titans League: Platinum League,8146,24,2022-07-12,17300.0,Group Stage,1,31,TaToH,2379,1,27,Nicov,2297,2
T90 Titans League: Platinum League,8147,24,2022-07-12,17300.0,Group Stage,1,1,DauT,2275,3,2,miguel,2185,0
T90 Titans League: Platinum League,8148,24,2022-07-12,17300.0,Group Stage,1,32,slam,2151,2,852,SongSong,2109,1
T90 Titans League: Platinum League,8150,24,2022-07-13,17300.0,Group Stage,1,1,DauT,2284,0,30,JorDan_23,2273,3
T90 Titans League: Platinum League,8151,24,2022-07-13,17300.0,Group Stage,1,51,Villese,2333,3,149,bruh,2078,0
T90 Titans League: Platinum League,8152,24,2022-07-13,17300.0,Group Stage,1,29,TheViper,2358,2,99,classicpro,2154,1
T90 Titans League: Platinum League,8153,24,2022-07-13,17300.0,Group Stage,1,2,miguel,2176,2,15,saymyname,2169,1
T90 Titans League: Platinum League,8155,24,2022-07-14,17300.0,Group Stage,1,55,Vinchester,2280,2,16,BacT,2180,1
T90 Titans League: Platinum League,8158,24,2022-07-14,17300.0,Group Stage,1,51,Villese,2336,1,28,Hera,2352,2
T90 Titans League: Platinum League,8160,24,2022-07-14,17300.0,Group Stage,1,4,dogao,2175,1,27,Nicov,2304,2
T90 Titans League: Platinum League,8215,24,2022-07-18,17300.0,Group Stage,1,29,TheViper,2365,2,1,DauT,2263,1
T90 Titans League: Platinum League,8222,24,2022-07-18,17300.0,Group Stage,1,25,Liereyy,2337,2,273,Capoch,2156,1
T90 Titans League: Platinum League,8224,24,2022-07-19,17300.0,Group Stage,1,1,DauT,2262,2,99,classicpro,2160,1
T90 Titans League: Platinum League,8225,24,2022-07-19,17300.0,Group Stage,1,79,_Barles_,2173,3,149,bruh,2076,0
T90 Titans League: Platinum League,8229,24,2022-07-19,17300.0,Group Stage,1,24,MbL,2234,3,743,BadB0y_,2129,0
T90 Titans League: Platinum League,8230,24,2022-07-19,17300.0,Group Stage,1,55,Vinchester,2277,3,32,slam,2155,0
T90 Titans League: Platinum League,8234,24,2022-07-20,17300.0,Group Stage,1,51,Villese,2336,3,603,The_Dragonstar,2153,0
T90 Titans League: Platinum League,8235,24,2022-07-20,17300.0,Group Stage,1,14,ACCM,2299,2,4,dogao,2174,1
T90 Titans League: Platinum League,8238,24,2022-07-21,17300.0,Group Stage,1,31,TaToH,2377,1,24,MbL,2243,2
T90 Titans League: Platinum League,8240,24,2022-07-21,17300.0,Group Stage,1,25,Liereyy,2335,2,16,BacT,2183,1
T90 Titans League: Platinum League,8241,24,2022-07-21,17300.0,Group Stage,1,27,Nicov,2290,3,743,BadB0y_,2120,0
T90 Titans League: Platinum League,8242,24,2022-07-21,17300.0,Group Stage,1,30,JorDan_23,2293,3,15,saymyname,2163,0
T90 Titans League: Platinum League,8243,24,2022-07-21,17300.0,Group Stage,1,28,Hera,2350,3,149,bruh,2067,0
T90 Titans League: Platinum League,8245,24,2022-07-21,17300.0,Group Stage,1,29,TheViper,2366,1,2,miguel,2180,2
T90 Titans League: Platinum League,8247,24,2022-07-21,17300.0,Group Stage,1,19,Yo,2331,3,79,_Barles_,2182,0
T90 Titans League: Platinum League,8253,24,2022-07-22,17300.0,Group Stage,1,603,The_Dragonstar,2147,1,149,bruh,2064,2
T90 Titans League: Platinum League,8258,24,2022-07-22,17300.0,Group Stage,1,31,TaToH,2365,2,4,dogao,2173,1
T90 Titans League: Platinum League,8276,24,2022-07-26,17300.0,Group Stage,1,19,Yo,2341,2,51,Villese,2346,1
T90 Titans League: Platinum League,8278,24,2022-07-26,17300.0,Group Stage,1,273,Capoch,2155,2,852,SongSong,2105,1
T90 Titans League: Platinum League,8283,24,2022-07-26,17300.0,Group Stage,1,55,Vinchester,2274,2,25,Liereyy,2333,1
T90 Titans League: Platinum League,8290,24,2022-07-27,17300.0,Group Stage,1,273,Capoch,2156,1,32,slam,2146,2
T90 Titans League: Platinum League,8291,24,2022-07-25,17300.0,Group Stage,1,14,ACCM,2296,1,27,Nicov,2284,2
T90 Titans League: Platinum League,8294,24,2022-07-25,17300.0,Group Stage,1,99,classicpro,2163,2,15,saymyname,2146,1
T90 Titans League: Platinum League,8301,24,2022-07-28,17300.0,Group Stage,1,16,BacT,2191,1,852,SongSong,2104,2
T90 Titans League: Platinum League,8302,24,2022-07-28,17300.0,Group Stage,1,31,TaToH,2365,2,14,ACCM,2291,1
T90 Titans League: Platinum League,8303,24,2022-07-28,17300.0,Group Stage,1,28,Hera,2357,2,79,_Barles_,2176,1
T90 Titans League: Platinum League,8309,24,2022-07-29,17300.0,Group Stage,1,30,JorDan_23,2294,2,2,miguel,2190,1
T90 Titans League: Platinum League,8310,24,2022-07-29,17300.0,Group Stage,1,4,dogao,2175,2,743,BadB0y_,2114,1
T90 Titans League: Platinum League,8316,24,2022-07-29,17300.0,Group Stage,1,4,dogao,2176,1,24,MbL,2246,2
Red Bull Wololo: Legacy 2022,9015,489,2022-10-21,200000.0,Group Stage,1,25,Liereyy,2327,2,69,Daniel,2176,1
Red Bull Wololo: Legacy 2022,9016,489,2022-10-21,200000.0,Group Stage,1,29,TheViper,2324,2,976,KingstoN_,2134,0
Red Bull Wololo: Legacy 2022,9017,489,2022-10-21,200000.0,Group Stage,1,19,Yo,2331,2,853,Valas,2246,0
Red Bull Wololo: Legacy 2022,9018,489,2022-10-21,200000.0,Group Stage,1,1,DauT,2251,0,4,dogao,2201,2
Red Bull Wololo: Legacy 2022,9019,489,2022-10-21,200000.0,Group Stage,1,28,Hera,2342,2,12,Sitaux,2275,0
Red Bull Wololo: Legacy 2022,9020,489,2022-10-21,200000.0,Group Stage,1,51,Villese,2318,2,273,Capoch,2183,0
Red Bull Wololo: Legacy 2022,9021,489,2022-10-21,200000.0,Group Stage,1,31,TaToH,2329,2,14,ACCM,2353,1
Red Bull Wololo: Legacy 2022,9022,489,2022-10-21,200000.0,Group Stage,1,30,JorDan_23,2285,0,24,MbL,2270,2
Red Bull Wololo: Legacy 2022,9023,489,2022-10-21,200000.0,Group Stage,1,4,dogao,2211,1,51,Villese,2324,2
Red Bull Wololo: Legacy 2022,9024,489,2022-10-21,200000.0,Group Stage,1,19,Yo,2337,0,28,Hera,2348,2
Red Bull Wololo: Legacy 2022,9025,489,2022-10-21,200000.0,Group Stage,1,25,Liereyy,2325,0,31,TaToH,2333,2
Red Bull Wololo: Legacy 2022,9026,489,2022-10-21,200000.0,Group Stage,1,29,TheViper,2328,2,24,MbL,2278,0
Red Bull Wololo: Legacy 2022,9045,489,2022-10-22,200000.0,Group Stage,1,976,KingstoN_,2130,0,30,JorDan_23,2277,2
Red Bull Wololo: Legacy 2022,9046,489,2022-10-22,200000.0,Group Stage,1,69,Daniel,2178,0,14,ACCM,2349,2
Red Bull Wololo: Legacy 2022,9047,489,2022-10-22,200000.0,Group Stage,1,1,DauT,2241,1,273,Capoch,2177,2
Red Bull Wololo: Legacy 2022,9048,489,2022-10-22,200000.0,Group Stage,1,853,Valas,2240,2,12,Sitaux,2269,1
Red Bull Wololo: Legacy 2022,9049,489,2022-10-22,200000.0,Group Stage,1,4,dogao,2210,1,30,JorDan_23,2281,2
Red Bull Wololo: Legacy 2022,9050,489,2022-10-22,200000.0,Group Stage,1,25,Liereyy,2317,2,853,Valas,2244,0
Red Bull Wololo: Legacy 2022,9051,489,2022-10-22,200000.0,Group Stage,1,24,MbL,2272,2,273,Capoch,2184,1
Red Bull Wololo: Legacy 2022,9052,489,2022-10-22,200000.0,Group Stage,1,19,Yo,2329,2,14,ACCM,2353,1
Warlords,9211,497,2022-11-10,30000.0,Group Stage,1,51,Villese,2321,3,14,ACCM,2353,0
Warlords,9212,497,2022-11-10,30000.0,Group Stage,1,31,TaToH,2359,3,2,miguel,2183,1
Warlords,9215,497,2022-11-11,30000.0,Group Stage,1,55,Vinchester,2304,3,853,Valas,2246,2
Warlords,9216,497,2022-11-11,30000.0,Group Stage,1,29,TheViper,2315,3,99,classicpro,2167,0
Warlords,9219,497,2022-11-12,30000.0,Group Stage,1,30,JorDan_23,2283,1,1,DauT,2246,3
Warlords,9220,497,2022-11-12,30000.0,Group Stage,1,28,Hera,2357,3,24,MbL,2264,1
Warlords,9221,497,2022-11-13,30000.0,Group Stage,1,19,Yo,2325,2,27,Nicov,2302,3
Warlords,9222,497,2022-11-13,30000.0,Group Stage,1,25,Liereyy,2335,3,273,Capoch,2200,0
Warlords,9227,497,2022-11-17,30000.0,Group Stage,1,273,Capoch,2191,1,14,ACCM,2332,3
Warlords,9228,497,2022-11-17,30000.0,Group Stage,1,99,classicpro,2161,0,30,JorDan_23,2259,0
Warlords,9240,497,2022-11-18,30000.0,Group Stage,1,853,Valas,2247,1,19,Yo,2321,3
Warlords,9241,497,2022-11-18,30000.0,Group Stage,1,2,miguel,2183,1,24,MbL,2260,3
Warlords,9242,497,2022-11-19,30000.0,Group Stage,1,55,Vinchester,2310,3,27,Nicov,2306,2
Warlords,9243,497,2022-11-19,30000.0,Group Stage,1,25,Liereyy,2344,3,51,Villese,2333,1
Warlords,9244,497,2022-11-19,30000.0,Group Stage,1,29,TheViper,2317,3,1,DauT,2254,1
Warlords,9245,497,2022-11-19,30000.0,Group Stage,1,31,TaToH,2362,1,28,Hera,2361,3
Warlords,9249,497,2022-11-20,30000.0,Group Stage,1,1,DauT,2250,1,14,ACCM,2332,3
Warlords,9250,497,2022-11-20,30000.0,Group Stage,1,27,Nicov,2302,3,24,MbL,2264,1
Warlords,9255,497,2022-11-20,30000.0,Group Stage,1,31,TaToH,2354,1,19,Yo,2325,3
Warlords,9256,497,2022-11-20,30000.0,Group Stage,1,51,Villese,2325,3,30,JorDan_23,2259,1
T90 Titans League 2: Platinum League,9570,513,2023-01-05,17300.0,Group Stage,1,30,JorDan_23,2270,2,458,Ganji,2121,1
T90 Titans League 2: Platinum League,9571,513,2023-01-05,17300.0,Group Stage,1,100,DracKeN,2082,1,19,Yo,2342,2
T90 Titans League 2: Platinum League,9572,513,2023-01-05,17300.0,Group Stage,1,55,Vinchester,2315,1,616,Running,2183,2
T90 Titans League 2: Platinum League,9577,513,2023-01-05,17300.0,Group Stage,1,1,DauT,2279,1,14,ACCM,2336,2
T90 Titans League 2: Platinum League,9586,513,2023-01-07,17300.0,Group Stage,1,25,Liereyy,2363,2,100,DracKeN,2087,1
T90 Titans League 2: Platinum League,9587,513,2023-01-07,17300.0,Group Stage,1,976,KingstoN_,2132,0,28,Hera,2406,3
T90 Titans League 2: Platinum League,9588,513,2023-01-07,17300.0,Group Stage,1,936,Sebastian2002,2114,0,29,TheViper,2364,3
T90 Titans League 2: Platinum League,9589,513,2023-01-07,17300.0,Group Stage,1,31,TaToH,2343,2,79,_Barles_,2235,1
T90 Titans League 2: Platinum League,9602,513,2023-01-09,17300.0,Group Stage,1,752,Dark,2158,0,24,MbL,2247,3
T90 Titans League 2: Platinum League,9603,513,2023-01-09,17300.0,Group Stage,1,12,Sitaux,2289,1,29,TheViper,2370,2
T90 Titans League 2: Platinum League,9610,513,2023-01-12,17300.0,Group Stage,1,51,Villese,2329,1,12,Sitaux,2288,2
T90 Titans League 2: Platinum League,9611,513,2023-01-12,17300.0,Group Stage,1,616,Running,2190,0,1,DauT,2278,3
T90 Titans League 2: Platinum League,9612,513,2023-01-12,17300.0,Group Stage,1,273,Capoch,2197,3,2,miguel,2180,0
T90 Titans League 2: Platinum League,9625,513,2023-01-14,17300.0,Group Stage,1,936,Sebastian2002,2108,0,31,TaToH,2344,3
T90 Titans League 2: Platinum League,9626,513,2023-01-14,17300.0,Group Stage,1,16,BacT,2157,1,25,Liereyy,2358,2
T90 Titans League 2: Platinum League,9627,513,2023-01-14,17300.0,Group Stage,1,79,_Barles_,2234,1,51,Villese,2325,2
T90 Titans League 2: Platinum League,9629,513,2023-01-14,17300.0,Group Stage,1,14,ACCM,2337,3,853,Valas,2246,0
T90 Titans League 2: Platinum League,9634,513,2023-01-16,17300.0,Group Stage,1,458,Ganji,2123,1,28,Hera,2409,2
T90 Titans League 2: Platinum League,9635,513,2023-01-16,17300.0,Group Stage,1,2,miguel,2168,1,30,JorDan_23,2268,2
T90 Titans League 2: Platinum League,9636,513,2023-01-16,17300.0,Group Stage,1,976,KingstoN_,2129,1,273,Capoch,2209,2
T90 Titans League 2: Platinum League,9637,513,2023-01-16,17300.0,Group Stage,1,853,Valas,2237,0,55,Vinchester,2304,3
T90 Titans League 2: Platinum League,9641,513,2023-01-19,17300.0,Group Stage,1,19,Yo,2337,3,16,BacT,2159,0
T90 Titans League 2: Platinum League,9643,513,2023-01-19,17300.0,Group Stage,1,100,DracKeN,2094,1,752,Dark,2149,2
T90 Titans League 2: Platinum League,9644,513,2023-01-19,17300.0,Group Stage,1,55,Vinchester,2313,0,14,ACCM,2346,3
T90 Titans League 2: Platinum League,9648,513,2023-01-21,17300.0,Group Stage,1,51,Villese,2326,2,31,TaToH,2350,1
T90 Titans League 2: Platinum League,9649,513,2023-01-21,17300.0,Group Stage,1,29,TheViper,2371,2,79,_Barles_,2233,1
T90 Titans League 2: Platinum League,9650,513,2023-01-21,17300.0,Group Stage,1,853,Valas,2228,2,616,Running,2181,1
T90 Titans League 2: Platinum League,9651,513,2023-01-21,17300.0,Group Stage,1,19,Yo,2343,3,752,Dark,2150,0
T90 Titans League 2: Platinum League,9652,513,2023-01-23,17300.0,Group Stage,1,24,MbL,2256,0,100,DracKeN,2093,3
T90 Titans League 2: Platinum League,9654,513,2023-01-23,17300.0,Group Stage,1,28,Hera,2404,3,273,Capoch,2210,0
T90 Titans League 2: Platinum League,9659,513,2023-01-23,17300.0,Group Stage,1,28,Hera,2410,3,2,miguel,2167,0
T90 Titans League 2: Platinum League,9674,513,2023-01-26,17300.0,Group Stage,1,29,TheViper,2366,3,31,TaToH,2346,0
T90 Titans League 2: Platinum League,9675,513,2023-01-26,17300.0,Group Stage,1,30,JorDan_23,2269,3,273,Capoch,2204,0
T90 Titans League 2: Platinum League,9677,513,2023-01-26,17300.0,Group Stage,1,12,Sitaux,2285,2,936,Sebastian2002,2102,1
T90 Titans League 2: Platinum League,9678,513,2023-01-26,17300.0,Group Stage,1,273,Capoch,2195,0,458,Ganji,2128,3
T90 Titans League 2: Platinum League,9693,513,2023-01-28,17300.0,Group Stage,1,2,miguel,2161,2,976,KingstoN_,2126,1
T90 Titans League 2: Platinum League,9695,513,2023-01-28,17300.0,Group Stage,1,14,ACCM,2351,2,616,Running,2180,1
T90 Titans League 2: Platinum League,9696,513,2023-01-28,17300.0,Group Stage,1,27,Nicov,2294,1,853,Valas,2231,2
T90 Titans League 2: Platinum League,9697,513,2023-01-28,17300.0,Group Stage,1,79,_Barles_,2235,2,936,Sebastian2002,2104,1
T90 Titans League 2: Platinum League,9719,513,2023-01-30,17300.0,Group Stage,1,28,Hera,2411,3,30,JorDan_23,2278,0
T90 Titans League 2: Platinum League,9720,513,2023-01-30,17300.0,Group Stage,1,29,TheViper,2389,1,51,Villese,2324,2
T90 Titans League 2: Platinum League,9722,513,2023-01-30,17300.0,Group Stage,1,27,Nicov,2287,1,616,Running,2182,2
T90 Titans League 2: Platinum League,9723,513,2023-01-30,17300.0,Group Stage,1,24,MbL,2238,1,19,Yo,2350,2
T90 Titans League 2: Platinum League,9725,513,2023-01-31,17300.0,Group Stage,1,55,Vinchester,2296,1,1,DauT,2290,2
T90 Titans League 2: Platinum League,9727,513,2023-01-31,17300.0,Group Stage,1,2,miguel,2165,3,458,Ganji,2143,0
T90 Titans League 2: Platinum League,9729,513,2023-02-01,17300.0,Group Stage,1,16,BacT,2153,2,100,DracKeN,2111,1
