name,id,tournament_id,prizemoney,Knockout_stage,Knockout_stage_importance,player_1_id,player_1_name,elo_player_1,score_1,player_2_id,player_2_name,elo_player_2,score_2,hidden,s-tier
Clash of Anatolia 2,10093,539,1825.0,Group Stage,1,195,Kasva,2070,3,1329,Bekir,1881,0,False,False
Clash of Anatolia 2,10094,539,1825.0,Group Stage,1,969,Alperen,1969,0,723,ronotovi,1950,0,False,False
Clash of Anatolia 2,10095,539,1825.0,Group Stage,1,1327,Hackali,1858,0,1329,Bekir,1881,3,False,False
Clash of Anatolia 2,10096,539,1825.0,Group Stage,1,195,Kasva,2070,3,262,Cyclops,2018,1,False,False
Clash of Anatolia 2,10097,539,1825.0,Group Stage,1,886,Dr.Kozmonot,1975,3,900,Ubetnir,1925,1,False,False
Clash of Anatolia 2,10098,539,1825.0,Group Stage,1,1329,Bekir,1881,1,723,ronotovi,1950,3,False,False
Clash of Anatolia 2,10099,539,1825.0,Group Stage,1,898,Yasin,2034,3,1327,Hackali,1858,0,False,False
Clash of Anatolia 2,10100,539,1825.0,Group Stage,1,969,Alperen,1969,0,1328,Kerpo,1880,0,False,False
Empires of Chaos and Chance,10104,540,63.0,Group Stage,1,812,shiXo,1948,1,721,Karnal,1910,2,False,False
Empires of Chaos and Chance,10114,540,63.0,Group Stage,1,1041,AR12,1934,2,509,Snyper1,1938,1,False,False
Empires of Chaos and Chance,10115,540,63.0,Group Stage,1,1041,AR12,1934,1,1206,Wes Iwobi,1917,2,False,False
Empires of Chaos and Chance,10116,540,63.0,Group Stage,1,606,OLADUSHEK,1905,2,1330,ilovebaskets,1882,0,False,False
Empires of Chaos and Chance,10117,540,63.0,Group Stage,1,1330,ilovebaskets,1882,2,721,Karnal,1910,1,False,False
Empires of Chaos and Chance,10118,540,63.0,Group Stage,1,964,Salted Pepper,1994,2,812,shiXo,1948,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10119,544,,Group Stage,1,665,_Heisen,1887,1,1219,TomS,1902,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10120,544,,Group Stage,1,1223,eskabe,1912,1,502,Uzzi,2074,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10121,544,,Group Stage,1,1219,TomS,1902,0,502,Uzzi,2074,3,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10122,544,,Group Stage,1,665,_Heisen,1887,1,1223,eskabe,1912,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10123,544,,Group Stage,1,502,Uzzi,2074,0,665,_Heisen,1887,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10124,544,,Group Stage,1,1219,TomS,1902,0,1223,eskabe,1912,3,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10125,544,,Group Stage,1,958,Dexter,1907,3,1331,Shepex,1902,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10126,544,,Group Stage,1,1095,Redlash,1966,2,501,Whocl,1967,1,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10127,544,,Group Stage,1,1331,Shepex,1902,3,501,Whocl,1967,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10128,544,,Group Stage,1,958,Dexter,1907,1,1095,Redlash,1966,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10129,544,,Group Stage,1,501,Whocl,1967,0,958,Dexter,1907,3,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10130,544,,Group Stage,1,1331,Shepex,1902,1,1095,Redlash,1966,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10131,544,,Group Stage,1,1332,Lucho,1962,1,1035,TomiAkd,1924,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10132,544,,Group Stage,1,1246,mrosovc8,1958,0,1212,Tatengue,1908,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10133,544,,Group Stage,1,1035,TomiAkd,1924,1,1212,Tatengue,1908,2,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10134,544,,Group Stage,1,1332,Lucho,1962,0,1049,Nahuel05_,1973,3,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10135,544,,Group Stage,1,1212,Tatengue,1908,0,1049,Nahuel05_,1973,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10136,544,,Group Stage,1,1035,TomiAkd,1924,2,1246,mrosovc8,1958,1,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10137,544,,Group Stage,1,1049,Nahuel05_,1973,2,1246,mrosovc8,1958,1,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10138,544,,Group Stage,1,1212,Tatengue,1908,2,1332,Lucho,1962,1,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10139,544,,Group Stage,1,1246,mrosovc8,1958,0,1332,Lucho,1962,0,False,False
Circuito Latinoamericano de AOE2: Liga Desembarco,10140,544,,Group Stage,1,1049,Nahuel05_,1973,2,1035,TomiAkd,1924,0,False,False
ArgenLeague,10146,545,357.0,Group Stage,1,747,Biry,1972,0,783,Carbo,1963,2,False,False
ArgenLeague,10147,545,357.0,Group Stage,1,159,Monoz,2001,2,1212,Tatengue,1908,0,False,False
ArgenLeague,10148,545,357.0,Group Stage,1,747,Biry,1972,2,1212,Tatengue,1908,1,False,False
ArgenLeague,10149,545,357.0,Group Stage,1,783,Carbo,1963,0,159,Monoz,2001,2,False,False
ArgenLeague,10150,545,357.0,Group Stage,1,913,Lucky Rox,2158,2,1223,eskabe,1912,0,False,False
ArgenLeague,10151,545,357.0,Group Stage,1,1049,Nahuel05_,1973,2,1333,Tintin,1896,0,False,False
ArgenLeague,10152,545,357.0,Group Stage,1,93,_BL4CK_,2032,2,1095,Redlash,1966,1,False,False
ArgenLeague,10153,545,357.0,Group Stage,1,1224,prisma09,1937,2,1332,Lucho,1962,0,False,False
ArgenLeague,10154,545,357.0,Group Stage,1,1095,Redlash,1966,2,1332,Lucho,1962,1,False,False
ArgenLeague,10155,545,357.0,Group Stage,1,93,_BL4CK_,2032,1,1224,prisma09,1937,2,False,False
ArgenLeague,10156,545,357.0,Group Stage,1,92,Twigg,2077,2,927,VarVarus,1986,0,False,False
ArgenLeague,10157,545,357.0,Group Stage,1,784,Pela,2041,0,1201,Mica_,1906,0,False,False
ArgenLeague,10158,545,357.0,Group Stage,1,92,Twigg,2077,2,1201,Mica_,1906,0,False,False
Empires of Chaos and Chance,10159,540,63.0,Group Stage,1,606,OLADUSHEK,1905,0,964,Salted Pepper,1994,2,False,False
ArgenLeague,10164,545,357.0,Group Stage,1,1223,eskabe,1912,0,1333,Tintin,1896,2,False,False
ArgenLeague,10165,545,357.0,Group Stage,1,913,Lucky Rox,2158,2,1049,Nahuel05_,1973,0,False,False
ArgenLeague,10166,545,357.0,Group Stage,1,927,VarVarus,1986,0,784,Pela,2041,2,False,False
ArgenLeague,10183,545,357.0,Group Stage,1,783,Carbo,1963,2,747,Biry,1972,0,False,False
ArgenLeague,10184,545,357.0,Group Stage,1,1049,Nahuel05_,1973,2,1333,Tintin,1896,0,False,False
ArgenLeague,10185,545,357.0,Group Stage,1,93,_BL4CK_,2032,0,1095,Redlash,1966,2,False,False
ArgenLeague,10186,545,357.0,Group Stage,1,1201,Mica_,1906,0,784,Pela,2041,2,False,False
AoE Leagues: Season #8,10187,527,64.0,Group Stage,1,1071,El_Matador,2041,2,1324,StRode,1892,0,False,False
AoE Leagues: Season #8,10188,527,64.0,Group Stage,1,1278,Favre4ever,1968,0,1324,StRode,1892,2,False,False
AoE Leagues: Season #8,10189,527,64.0,Group Stage,1,1071,El_Matador,2041,2,605,Cl3m3nT,2025,0,False,False
KIT SC Plünderparty - Saison 6,10195,537,90.0,Group Stage,1,1066,Terz,1958,2,1160,Wean Dinchester,1950,1,False,False
KIT SC Plünderparty - Saison 6,10196,537,90.0,Group Stage,1,1126,Target331,2067,0,1316,Nervkeks,1995,0,False,False
KIT SC Plünderparty - Saison 6,10197,537,90.0,Group Stage,1,1160,Wean Dinchester,1950,0,1316,Nervkeks,1995,0,False,False
Empires of Chaos and Chance,10199,540,63.0,Group Stage,1,1330,ilovebaskets,1882,1,812,shiXo,1948,2,False,False
Empires of Chaos and Chance,10200,540,63.0,Group Stage,1,964,Salted Pepper,1994,2,721,Karnal,1910,0,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10207,548,100.0,Group Stage,1,1224,prisma09,1937,1,1332,Lucho,1962,1,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10208,548,100.0,Group Stage,1,1139,uno1,1953,0,5,F1Re,2146,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10209,548,100.0,Group Stage,1,1216,ManuelAntonio,1929,2,1077,webber-,1924,1,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10210,548,100.0,Group Stage,1,1164,Jubileu,1978,1,1212,Tatengue,1908,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10211,548,100.0,Group Stage,1,1095,Redlash,1966,0,1180,Ozone,2012,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10212,548,100.0,Group Stage,1,1049,Nahuel05_,1973,1,957,Chirris,1961,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10213,548,100.0,Group Stage,1,1223,eskabe,1912,0,502,Uzzi,2074,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10214,548,100.0,Group Stage,1,1319,Parawhas,1904,3,1035,TomiAkd,1924,0,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10215,548,100.0,Group Stage,1,958,Dexter,1907,1,879,LobodelaNieve,2019,2,False,False
King of Denmark,10219,551,,Group Stage,1,132,Kongensgade,1969,1,938,Emil :D,1965,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10327,548,100.0,Group Stage,1,1212,Tatengue,1908,0,1180,Ozone,2012,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10341,548,100.0,Group Stage,1,1332,Lucho,1962,1,5,F1Re,2146,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10342,548,100.0,Group Stage,1,1224,prisma09,1937,1,1139,uno1,1953,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10343,548,100.0,Group Stage,1,1164,Jubileu,1978,1,1095,Redlash,1966,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10344,548,100.0,Group Stage,1,957,Chirris,1961,0,502,Uzzi,2074,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10345,548,100.0,Group Stage,1,1319,Parawhas,1904,1,958,Dexter,1907,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10346,548,100.0,Group Stage,1,1246,mrosovc8,1958,1,976,KingstoN_,2160,2,False,False
King of Denmark,10347,551,,Group Stage,1,132,Kongensgade,1969,1,653,Good_luck,1982,2,False,False
King of Denmark,10348,551,,Group Stage,1,653,Good_luck,1982,1,664,Dobbs351,1983,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10479,548,100.0,Group Stage,1,1216,ManuelAntonio,1929,0,1246,mrosovc8,1958,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10480,548,100.0,Group Stage,1,1049,Nahuel05_,1973,3,1223,eskabe,1912,0,False,False
King of Denmark,10481,551,,Group Stage,1,938,Emil :D,1965,1,653,Good_luck,1982,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10501,548,100.0,Group Stage,1,5,F1Re,2146,1,1224,prisma09,1937,0,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10502,548,100.0,Group Stage,1,1332,Lucho,1962,3,1139,uno1,1953,0,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10503,548,100.0,Group Stage,1,1212,Tatengue,1908,0,1095,Redlash,1966,2,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10504,548,100.0,Group Stage,1,957,Chirris,1961,2,1223,eskabe,1912,1,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10505,548,100.0,Group Stage,1,1035,TomiAkd,1924,0,958,Dexter,1907,0,False,False
King of Denmark,10508,551,,Group Stage,1,664,Dobbs351,1983,2,938,Emil :D,1965,1,False,False
King of the Desert 5,10509,561,80000.0,Group Stage,1,51,Villese,2349,3,936,Sebastian2002,2179,0,False,True
King of the Desert 5,10510,561,80000.0,Group Stage,1,853,Valas,2238,0,99,classicpro,2201,3,False,True
King of the Desert 5,10511,561,80000.0,Group Stage,1,1,DauT,2286,3,976,KingstoN_,2160,0,False,True
King of the Desert 5,10512,561,80000.0,Group Stage,1,24,MbL,2264,3,752,Dark,2160,1,False,True
King of the Desert 5,10513,561,80000.0,Group Stage,1,2,miguel,2169,0,79,_Barles_,2258,3,False,True
Circuito Latinoamericano de AOE2: Liga Desierto,10514,548,100.0,Group Stage,1,1180,Ozone,2012,3,1164,Jubileu,1978,0,False,False
King of the Desert 5,10515,561,80000.0,Group Stage,1,30,JorDan_23,2312,3,32,slam,2146,0,False,True
Circuito Latinoamericano de AOE2: Liga Desierto,10517,548,100.0,Group Stage,1,879,LobodelaNieve,2019,3,1319,Parawhas,1904,0,False,False
King of the Desert 5,10518,561,80000.0,Group Stage,1,55,Vinchester,2331,3,651,Margougou,2165,2,False,True
King of the Desert 5,10519,561,80000.0,Group Stage,1,27,Nicov,2288,3,635,FreakinAndy,2182,0,False,True
King of the Desert 5,10520,561,80000.0,Group Stage,1,28,Hera,2446,3,615,JackK,2014,1,False,True
Circuito Latinoamericano de AOE2: Liga Desierto,10526,548,100.0,Group Stage,1,1077,webber-,1924,0,976,KingstoN_,2160,0,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10527,548,100.0,Group Stage,1,976,KingstoN_,2160,2,1216,ManuelAntonio,1929,1,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10528,548,100.0,Group Stage,1,1077,webber-,1924,0,1246,mrosovc8,1958,3,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10529,548,100.0,Group Stage,1,502,Uzzi,2074,2,1049,Nahuel05_,1973,1,False,False
Circuito Latinoamericano de AOE2: Liga Desierto,10530,548,100.0,Group Stage,1,1035,TomiAkd,1924,0,879,LobodelaNieve,2019,0,False,False
King of the Desert 5,10533,561,80000.0,Group Stage,1,14,ACCM,2332,3,35,vivi,2234,1,False,True
King of the Desert 5,10534,561,80000.0,Group Stage,1,25,Liereyy,2398,3,245,repard,2134,0,False,True
King of the Desert 5,10535,561,80000.0,Group Stage,1,12,Sitaux,2283,3,5,F1Re,2146,0,False,True
King of the Desert 5,10536,561,80000.0,Group Stage,1,19,Yo,2354,3,52,TheMax,2173,0,False,True
King of the Desert 5,10537,561,80000.0,Group Stage,1,31,TaToH,2369,3,69,Daniel,2199,2,False,True
King of the Desert 5,10538,561,80000.0,Group Stage,1,29,TheViper,2379,3,26,Hearttt,2144,1,False,True
King of the Desert 5,10539,561,80000.0,Group Stage,1,273,Capoch,2179,0,4,dogao,2231,3,False,True
King of the Desert 5,10540,561,80000.0,Group Stage,1,25,Liereyy,2398,3,99,classicpro,2201,0,False,True
King of the Desert 5,10541,561,80000.0,Group Stage,1,35,vivi,2234,3,32,slam,2146,0,False,True
King of the Desert 5,10542,561,80000.0,Group Stage,1,31,TaToH,2369,3,24,MbL,2264,1,False,True
King of the Desert 5,10543,561,80000.0,Group Stage,1,976,KingstoN_,2160,0,936,Sebastian2002,2179,3,False,True
King of the Desert 5,10544,561,80000.0,Group Stage,1,853,Valas,2238,3,245,repard,2134,1,False,True
King of the Desert 5,10545,561,80000.0,Group Stage,1,752,Dark,2160,0,69,Daniel,2199,3,False,True
King of the Desert 5,10546,561,80000.0,Group Stage,1,51,Villese,2349,3,1,DauT,2286,1,False,True
King of the Desert 5,10547,561,80000.0,Group Stage,1,19,Yo,2354,3,12,Sitaux,2283,2,False,True
King of the Desert 5,10548,561,80000.0,Group Stage,1,5,F1Re,2146,3,52,TheMax,2173,2,False,True
King of the Desert 5,10549,561,80000.0,Group Stage,1,2,miguel,2169,2,26,Hearttt,2144,3,False,True
King of the Desert 5,10550,561,80000.0,Group Stage,1,635,FreakinAndy,2182,1,651,Margougou,2165,3,False,True
King of the Desert 5,10551,561,80000.0,Group Stage,1,273,Capoch,2179,3,615,JackK,2014,0,False,True
King of the Desert 5,10552,561,80000.0,Group Stage,1,28,Hera,2446,3,4,dogao,2231,1,False,True
King of the Desert 5,10560,561,80000.0,Group Stage,1,30,JorDan_23,2312,3,14,ACCM,2332,1,False,True
King of the Desert 5,10561,561,80000.0,Group Stage,1,29,TheViper,2379,3,79,_Barles_,2258,0,False,True
King of the Desert 5,10562,561,80000.0,Group Stage,1,55,Vinchester,2331,2,27,Nicov,2288,3,False,True
King of the Desert 5,10563,561,80000.0,Group Stage,1,99,classicpro,2201,1,936,Sebastian2002,2179,3,False,True
King of the Desert 5,10564,561,80000.0,Group Stage,1,24,MbL,2264,3,5,F1Re,2146,0,False,True
King of the Desert 5,10565,561,80000.0,Group Stage,1,1,DauT,2286,3,853,Valas,2238,1,False,True
King of the Desert 5,10566,561,80000.0,Group Stage,1,12,Sitaux,2283,3,69,Daniel,2199,2,False,True
King of the Desert 5,10567,561,80000.0,Group Stage,1,4,dogao,2231,1,35,vivi,2234,3,False,True
King of the Desert 5,10568,561,80000.0,Group Stage,1,14,ACCM,2332,3,273,Capoch,2179,1,False,True
King of the Desert 5,10569,561,80000.0,Group Stage,1,79,_Barles_,2258,3,651,Margougou,2165,0,False,True
King of the Desert 5,10570,561,80000.0,Group Stage,1,55,Vinchester,2331,3,26,Hearttt,2144,2,False,True
King of Denmark,10583,551,,Group Stage,1,132,Kongensgade,1969,0,664,Dobbs351,1983,2,False,False
Masters of Arena 7,10912,566,10000.0,Group Stage,1,29,TheViper,2379,3,1121,BlackheartXY,1999,2,False,False
Masters of Arena 7,10913,566,10000.0,Group Stage,1,32,slam,2146,2,635,FreakinAndy,2182,3,False,False
Masters of Arena 7,10914,566,10000.0,Group Stage,1,29,TheViper,2379,3,635,FreakinAndy,2182,2,False,False
Masters of Arena 7,10915,566,10000.0,Group Stage,1,1121,BlackheartXY,1999,0,32,slam,2146,3,False,False
Masters of Arena 7,10916,566,10000.0,Group Stage,1,19,Yo,2354,3,1375,hoi,1907,1,False,False
Masters of Arena 7,10917,566,10000.0,Group Stage,1,79,_Barles_,2258,3,893,Somero,2010,2,False,False
Masters of Arena 7,10918,566,10000.0,Group Stage,1,19,Yo,2354,3,79,_Barles_,2258,2,False,False
Masters of Arena 7,10919,566,10000.0,Group Stage,1,1375,hoi,1907,1,893,Somero,2010,3,False,False
Masters of Arena 7,10920,566,10000.0,Group Stage,1,598,Modri,2155,3,458,Ganji,2180,1,False,False
Masters of Arena 7,10921,566,10000.0,Group Stage,1,27,Nicov,2288,3,651,Margougou,2165,0,False,False
Masters of Arena 7,10922,566,10000.0,Group Stage,1,598,Modri,2155,3,27,Nicov,2288,2,False,False
Masters of Arena 7,10923,566,10000.0,Group Stage,1,458,Ganji,2180,3,651,Margougou,2165,1,False,False
Masters of Arena 7,10924,566,10000.0,Group Stage,1,24,MbL,2264,3,913,Lucky Rox,2158,1,False,False
Masters of Arena 7,10925,566,10000.0,Group Stage,1,853,Valas,2238,2,2,miguel,2169,3,False,False
Masters of Arena 7,10926,566,10000.0,Group Stage,1,24,MbL,2264,3,2,miguel,2169,2,False,False
Masters of Arena 7,10927,566,10000.0,Group Stage,1,913,Lucky Rox,2158,2,853,Valas,2238,3,False,False
Masters of Arena 7,10928,566,10000.0,Group Stage,1,55,Vinchester,2331,3,752,Dark,2160,0,False,False
Masters of Arena 7,10929,566,10000.0,Group Stage,1,31,TaToH,2369,3,878,Mihai06,2111,0,False,False
Masters of Arena 7,10930,566,10000.0,Group Stage,1,55,Vinchester,2331,1,31,TaToH,2369,3,False,False
Masters of Arena 7,10931,566,10000.0,Group Stage,1,752,Dark,2160,3,878,Mihai06,2111,1,False,False
Masters of Arena 7,10932,566,10000.0,Group Stage,1,616,Running,2178,3,100,DracKeN,2098,0,False,False
Masters of Arena 7,10933,566,10000.0,Group Stage,1,12,Sitaux,2283,3,976,KingstoN_,2160,2,False,False
Masters of Arena 7,10934,566,10000.0,Group Stage,1,616,Running,2178,3,12,Sitaux,2283,0,False,False
Masters of Arena 7,10935,566,10000.0,Group Stage,1,100,DracKeN,2098,1,976,KingstoN_,2160,3,False,False
Masters of Arena 7,10936,566,10000.0,Group Stage,1,30,JorDan_23,2312,3,18,St4rk,2038,1,False,False
Masters of Arena 7,10937,566,10000.0,Group Stage,1,1,DauT,2286,3,245,repard,2134,2,False,False
Masters of Arena 7,10938,566,10000.0,Group Stage,1,30,JorDan_23,2312,3,1,DauT,2286,1,False,False
Masters of Arena 7,10939,566,10000.0,Group Stage,1,18,St4rk,2038,3,245,repard,2134,2,False,False
Masters of Arena 7,10940,566,10000.0,Group Stage,1,14,ACCM,2332,3,153,Fedex,2069,0,False,False
Masters of Arena 7,10941,566,10000.0,Group Stage,1,51,Villese,2349,3,851,Babaorum,2150,0,False,False
Masters of Arena 7,10942,566,10000.0,Group Stage,1,14,ACCM,2332,2,51,Villese,2349,3,False,False
Masters of Arena 7,10943,566,10000.0,Group Stage,1,153,Fedex,2069,2,851,Babaorum,2150,3,False,False
Cake Cup 2,10950,569,322.0,Group Stage,1,245,repard,2134,2,1263,Nixishin,1961,0,False,False
Cake Cup 2,10951,569,322.0,Group Stage,1,55,Vinchester,2331,2,118,WaRRioR,1904,0,False,False
Cake Cup 2,10952,569,322.0,Group Stage,1,752,Dark,2160,0,1380,Morg,1914,0,False,False
Cake Cup 2,10953,569,322.0,Group Stage,1,649,Dench,1864,1,1259,IAnTaGoNiStI,1998,2,False,False
Cake Cup 2,10954,569,322.0,Group Stage,1,1317,wide,1971,0,99,classicpro,2201,2,False,False
Cake Cup 2,10955,569,322.0,Group Stage,1,606,OLADUSHEK,1905,2,721,Karnal,1910,0,False,False
Cake Cup 2,10956,569,322.0,Group Stage,1,99,classicpro,2201,2,1259,IAnTaGoNiStI,1998,1,False,False
Cake Cup 2,10957,569,322.0,Group Stage,1,649,Dench,1864,0,1317,wide,1971,2,False,False
Cake Cup 2,10958,569,322.0,Group Stage,1,1380,Morg,1914,0,1263,Nixishin,1961,0,False,False
Masters of Arena 7,11018,566,10000.0,Group Stage,1,2,miguel,2169,0,853,Valas,2238,3,False,False
Masters of Arena 7,11019,566,10000.0,Group Stage,1,635,FreakinAndy,2182,2,32,slam,2146,3,False,False
Masters of Arena 7,11020,566,10000.0,Group Stage,1,12,Sitaux,2283,2,976,KingstoN_,2160,3,False,False
Masters of Arena 7,11021,566,10000.0,Group Stage,1,14,ACCM,2332,3,851,Babaorum,2150,1,False,False
Masters of Arena 7,11022,566,10000.0,Group Stage,1,1,DauT,2286,3,18,St4rk,2038,0,False,False
Masters of Arena 7,11023,566,10000.0,Group Stage,1,55,Vinchester,2331,3,752,Dark,2160,1,False,False
Masters of Arena 7,11024,566,10000.0,Group Stage,1,79,_Barles_,2258,3,893,Somero,2010,0,False,False
Masters of Arena 7,11025,566,10000.0,Group Stage,1,27,Nicov,2288,0,458,Ganji,2180,2,False,False
Cake Cup 2,11036,569,322.0,Group Stage,1,606,OLADUSHEK,1905,0,245,repard,2134,2,False,False
Cake Cup 2,11037,569,322.0,Group Stage,1,721,Karnal,1910,0,118,WaRRioR,1904,0,False,False
Cake Cup 2,11038,569,322.0,Group Stage,1,752,Dark,2160,1,55,Vinchester,2331,2,False,False
Cake Cup 2,11039,569,322.0,Group Stage,1,99,classicpro,2201,1,55,Vinchester,2331,2,False,False
Cake Cup 2,11040,569,322.0,Group Stage,1,606,OLADUSHEK,1905,2,118,WaRRioR,1904,0,False,False
Cake Cup 2,11041,569,322.0,Group Stage,1,1263,Nixishin,1961,0,1259,IAnTaGoNiStI,1998,2,False,False
Cake Cup 2,11042,569,322.0,Group Stage,1,1317,wide,1971,0,752,Dark,2160,2,False,False
Cake Cup 2,11043,569,322.0,Group Stage,1,245,repard,2134,2,721,Karnal,1910,0,False,False
Cake Cup 2,11044,569,322.0,Group Stage,1,649,Dench,1864,0,1380,Morg,1914,0,False,False
Cake Cup 2,11045,569,322.0,Group Stage,1,1263,Nixishin,1961,0,1317,wide,1971,2,False,False
Cake Cup 2,11046,569,322.0,Group Stage,1,721,Karnal,1910,1,649,Dench,1864,2,False,False
Cake Cup 2,11047,569,322.0,Group Stage,1,245,repard,2134,0,55,Vinchester,2331,2,False,False
Cake Cup 2,11048,569,322.0,Group Stage,1,752,Dark,2160,2,1259,IAnTaGoNiStI,1998,0,False,False
Cake Cup 2,11049,569,322.0,Group Stage,1,99,classicpro,2201,2,606,OLADUSHEK,1905,0,False,False
Cake Cup 2,11050,569,322.0,Group Stage,1,118,WaRRioR,1904,0,1380,Morg,1914,0,False,False
KIT SC Plünderparty - Saison 7,11143,580,93.0,Group Stage,1,635,FreakinAndy,2182,2,1160,Wean Dinchester,1950,1,False,False
ECL Europe East 1v1,56,14,2800.0,K.O. Phase,1,17,CooL,1995,0,1,DauT,2286,2,False,False
ECL Europe East 1v1,57,14,2800.0,K.O. Phase,1,28,Hera,2446,0,25,Liereyy,2398,2,False,False
ECL Europe East 1v1,58,14,2800.0,K.O. Phase,1,35,vivi,2234,2,54,yinghua,2023,0,False,False
ECL Europe East 1v1,59,14,2800.0,K.O. Phase,1,4,dogao,2231,2,52,TheMax,2173,1,False,False
ECL Europe East 1v1,60,14,2800.0,K.O. Phase,1,14,ACCM,2332,1,29,TheViper,2379,2,False,False
ECL Europe East 1v1,61,14,2800.0,K.O. Phase,1,10,Melkor,1959,2,26,Hearttt,2144,1,False,False
ECL Europe East 1v1,62,14,2800.0,K.O. Phase,1,36,xiaofan,1955,0,19,Yo,2354,2,False,False
ECL Europe East 1v1,63,14,2800.0,K.O. Phase,1,2,miguel,2169,1,50,Zuppi,2089,2,False,False
ECL Middle East 1v1,71,12,2800.0,K.O. Phase,1,34,CL_,2014,0,53,Rubenstock,1957,2,False,False
ECL Middle East 1v1,72,12,2800.0,K.O. Phase,1,27,Nicov,2288,2,20,Paladin,1977,0,False,False
ECL Middle East 1v1,73,12,2800.0,K.O. Phase,1,62,LaaaaaN,2154,2,14,ACCM,2332,0,False,False
ECL Middle East 1v1,74,12,2800.0,K.O. Phase,1,5,F1Re,2146,0,31,TaToH,2369,2,False,False
ECL Middle East 1v1,75,12,2800.0,K.O. Phase,1,33,Tim,2058,2,51,Villese,2349,1,False,False
ECL Middle East 1v1,76,12,2800.0,K.O. Phase,1,25,Liereyy,2398,2,19,Yo,2354,1,False,False
ECL Middle East 1v1,77,12,2800.0,K.O. Phase,1,10,Melkor,1959,1,16,BacT,2129,2,False,False
ECL Middle East 1v1,78,12,2800.0,K.O. Phase,1,3,RiuT,2155,1,32,slam,2146,2,False,False
Legacy of the Huns 2,90,17,170.0,K.O. Phase,1,29,TheViper,2379,2,13,Spring,1961,0,False,False
Legacy of the Huns 2,91,17,170.0,K.O. Phase,1,28,Hera,2446,0,59,Whoop,2006,1,False,False
Legacy of the Huns 2,92,17,170.0,K.O. Phase,1,24,MbL,2264,2,66,komtan,1995,0,False,False
Legacy of the Huns 2,93,17,170.0,K.O. Phase,1,19,Yo,2354,2,50,Zuppi,2089,0,False,False
Legacy of the Huns 2,94,17,170.0,K.O. Phase,1,1,DauT,2286,2,62,LaaaaaN,2154,0,False,False
Legacy of the Huns 2,95,17,170.0,K.O. Phase,1,35,vivi,2234,2,36,xiaofan,1955,0,False,False
Legacy of the Huns 2,96,17,170.0,K.O. Phase,1,31,TaToH,2369,0,64,StrayDog,2002,2,False,False
NAC 2 Qualifier 1,105,8,0.0,K.O. Phase,1,18,St4rk,2038,3,67,Whitecourt,2010,1,False,False
